Day_of_Year,Week,Day,Week_Factor,Day_Factor,Mode,Mean,Sigma,Robust_68_Min,Robust_68_Max,Robust_95_Min,Robust_95_Max,Robust_99_Min,Robust_99_Max,Variability_Included
125,18,6,0.0175,0.1,162.54000000000002,162.13393922951585,40.98014379911153,121.15379543040432,203.11408302862736,94.51670196098182,229.75117649804986,66.65020417758598,257.6176742814457,Market growth + Tsukumo share growth + week seasonality + day seasonality
126,18,7,0.0175,0.08,130.032,129.70715138361268,32.78411503928922,96.92303634432346,162.4912664229019,75.61336156878548,183.8009411984399,53.320163342068795,206.09413942515658,Market growth + Tsukumo share growth + week seasonality + day seasonality
127,19,1,0.015,0.11,153.252,152.8691427021149,38.63842129630519,114.23072140580973,191.5075639984201,89.11574756321136,216.62253784101847,62.841621081723815,242.896664322506,Market growth + Tsukumo share growth + week seasonality + day seasonality
128,19,2,0.015,0.15,208.98,208.4579218665203,52.68875631314348,155.76916555337684,261.1466781796638,121.52147394983358,295.394369783207,85.693119656896,331.22272407614463,Market growth + Tsukumo share growth + week seasonality + day seasonality
129,19,3,0.015,0.19,264.708,264.04670103092576,66.73909132998163,197.3076097009441,330.7857923609074,153.92720033645605,374.16620172539547,108.54461823206856,419.54878382978296,Market growth + Tsukumo share growth + week seasonality + day seasonality
130,19,4,0.015,0.23,320.43600000000004,319.6354801953312,80.78942634681991,238.84605384851127,400.4249065421511,186.33292672307834,452.938033667584,131.3961168072408,507.8748435834216,Market growth + Tsukumo share growth + week seasonality + day seasonality
131,19,5,0.015,0.14,195.04800000000003,194.560727075419,49.176172558933835,145.38455451648517,243.73689963435285,113.42004235317819,275.70141179765983,79.98024501310317,309.14120913773485,Market growth + Tsukumo share growth + week seasonality + day seasonality
132,19,6,0.015,0.1,139.32000000000002,138.97194791101356,35.125837542095695,103.84611036891786,174.09778545310925,81.01431596655567,196.92957985547145,57.12874643793059,220.81514938409651,Market growth + Tsukumo share growth + week seasonality + day seasonality
133,19,7,0.015,0.08,111.456,111.17755832881083,28.10067003367655,83.07688829513428,139.27822836248737,64.81145277324453,157.54366388437714,45.70299715034447,176.65211950727718,Market growth + Tsukumo share growth + week seasonality + day seasonality
134,20,1,0.0125,0.11,127.71,127.39095225176244,32.19868441358771,95.19226783817473,159.58963666535016,74.26312296934272,180.51878153418215,52.36801756810307,202.41388693542183,Market growth + Tsukumo share growth + week seasonality + day seasonality
135,20,2,0.0125,0.15,174.15,173.71493488876695,43.90729692761966,129.8076379611473,217.6222318163866,101.2678949581945,246.16197481933938,71.41093304741314,276.01893673012074,Market growth + Tsukumo share growth + week seasonality + day seasonality
136,20,3,0.0125,0.19,220.59,220.0389175257715,55.615909441651496,164.42300808412,275.654826967423,128.27266694704653,311.8051681044965,90.4538485267235,349.6239865248195,Market growth + Tsukumo share growth + week seasonality + day seasonality
137,20,4,0.0125,0.23,267.03000000000003,266.36290016277604,67.32452195568318,199.03837820709288,333.6874221184592,155.2774389358988,377.4483613896533,109.49676400603423,423.22903631951783,Market growth + Tsukumo share growth + week seasonality + day seasonality
138,20,5,0.0125,0.14,162.54000000000002,162.13393922951585,40.98014379911157,121.15379543040427,203.11408302862742,94.51670196098175,229.75117649804994,66.65020417758588,257.61767428144583,Market growth + Tsukumo share growth + week seasonality + day seasonality
139,20,6,0.0125,0.1,116.10000000000001,115.80995659251133,29.271531285079707,86.53842530743162,145.08148787759103,67.51192997212982,164.10798321289283,47.60728869827561,184.01262448674703,Market growth + Tsukumo share growth + week seasonality + day seasonality
140,20,7,0.0125,0.08,92.88,92.64796527400904,23.417225028063825,69.23074024594521,116.06519030207286,54.00954397770373,131.28638657031433,38.08583095862033,147.21009958939774,Market growth + Tsukumo share growth + week seasonality + day seasonality
141,21,1,0.025,0.11,255.42,254.78190450352488,64.39736882717543,190.38453567634946,319.1792733307003,148.52624593868543,361.0375630683643,104.73603513620614,404.82777387084366,Market growth + Tsukumo share growth + week seasonality + day seasonality
142,21,2,0.025,0.15,348.3,347.4298697775339,87.81459385523932,259.6152759222946,435.2444636327732,202.535789916389,492.32394963867876,142.82186609482628,552.0378734602415,Market growth + Tsukumo share growth + week seasonality + day seasonality
143,21,3,0.025,0.19,441.18,440.077835051543,111.23181888330299,328.84601616824,551.309653934846,256.54533389409306,623.610336208993,180.907697053447,699.247973049639,Market growth + Tsukumo share growth + week seasonality + day seasonality
144,21,4,0.025,0.23,534.0600000000001,532.7258003255521,134.64904391136636,398.07675641418575,667.3748442369184,310.5548778717976,754.8967227793066,218.99352801206845,846.4580726390357,Market growth + Tsukumo share growth + week seasonality + day seasonality
145,21,5,0.025,0.14,325.08000000000004,324.2678784590317,81.96028759822315,242.30759086080855,406.22816605725484,189.0334039219635,459.5023529960999,133.30040835517175,515.2353485628917,Market growth + Tsukumo share growth + week seasonality + day seasonality
146,21,6,0.025,0.1,232.20000000000002,231.61991318502265,58.543062570159414,173.07685061486325,290.16297575518206,135.02385994425964,328.21596642578567,95.21457739655122,368.02524897349406,Market growth + Tsukumo share growth + week seasonality + day seasonality
147,21,7,0.025,0.08,185.76,185.29593054801808,46.83445005612765,138.46148049189043,232.13038060414573,108.01908795540746,262.57277314062867,76.17166191724066,294.4201991787955,Market growth + Tsukumo share growth + week seasonality + day seasonality
148,22,1,0.0375,0.11,383.13,382.1728567552873,96.59605324076297,285.57680351452433,478.76890999605024,222.7893689080284,541.5563446025462,157.10405270430957,607.241660806265,Market growth + Tsukumo share growth + week seasonality + day seasonality
149,22,2,0.0375,0.15,522.4499999999999,521.1448046663008,131.7218907828585,389.42291388344233,652.8666954491594,303.8036848745843,738.4859244580174,214.23279914224048,828.0568101903611,Market growth + Tsukumo share growth + week seasonality + day seasonality
150,22,3,0.0375,0.19,661.77,660.1167525773144,166.84772832495426,493.26902425236017,826.9644809022686,384.8180008411399,935.4155043134889,271.36154558017097,1048.8719595744578,Market growth + Tsukumo share growth + week seasonality + day seasonality
151,22,4,0.0375,0.23,801.09,799.0887004883281,201.97356586704944,597.1151346212787,1001.0622663553775,465.8323168076965,1132.3450841689596,328.4902920181029,1269.6871089585534,Market growth + Tsukumo share growth + week seasonality + day seasonality
152,22,5,0.0375,0.14,487.62000000000006,486.4018176885475,122.9404313973347,363.4613862912128,609.3422490858823,283.5501058829452,689.2535294941498,199.95061253275765,772.8530228443374,Market growth + Tsukumo share growth + week seasonality + day seasonality
153,22,6,0.0375,0.1,348.3,347.4298697775339,87.81459385523924,259.61527592229464,435.24446363277315,202.53578991638915,492.32394963867864,142.82186609482648,552.0378734602414,Market growth + Tsukumo share growth + week seasonality + day seasonality
154,22,7,0.0375,0.08,278.64,277.9438958220271,70.25167508419139,207.69222073783573,348.1955709062185,162.02863193311134,393.8591597109429,114.25749287586117,441.63029876819303,Market growth + Tsukumo share growth + week seasonality + day seasonality
155,23,1,0.0425,0.11,434.214,433.1292376559923,109.47552700619804,323.6537106497943,542.6047646621903,252.49461809576556,613.7638572162191,178.05125973155089,688.2072155804337,Market growth + Tsukumo share growth + week seasonality + day seasonality
156,23,2,0.0425,0.15,592.11,590.6307786218076,149.2848095539066,441.345969067901,739.9155881757142,344.31084285786176,836.9507143857535,242.79717236120524,938.4643848824101,Market growth + Tsukumo share growth + week seasonality + day seasonality
157,23,3,0.0425,0.19,750.006,748.132319587623,189.09409210161553,559.0382274860075,937.2264116892385,436.12706761995736,1060.1375715552886,307.5430849908588,1188.721554184387,Market growth + Tsukumo share growth + week seasonality + day seasonality
158,23,4,0.0425,0.23,907.902,905.6338605534385,228.90337464932327,676.7304859041152,1134.5372352027616,527.9432923820551,1283.3244287248217,372.28899762051526,1438.9787234863616,Market growth + Tsukumo share growth + week seasonality + day seasonality
159,23,5,0.0425,0.14,552.6360000000001,551.2553933803539,139.33248891697946,411.92290446337444,690.5878822973334,321.3567866673378,781.15400009337,226.61069420379175,875.900092556916,Market growth + Tsukumo share growth + week seasonality + day seasonality
160,23,6,0.0425,0.1,394.74,393.7538524145384,99.52320636927124,294.2306460452672,493.27705878380965,229.54056190524088,557.9671429238359,161.86478157413643,625.6429232549403,Market growth + Tsukumo share growth + week seasonality + day seasonality
161,23,7,0.0425,0.08,315.79200000000003,315.00308193163073,79.61856509541697,235.38451683621378,394.6216470270477,183.63244952419274,446.3737143390687,129.4918252593092,500.5143386039523,Market growth + Tsukumo share growth + week seasonality + day seasonality
162,24,1,0.04,0.11,408.672,407.65104720563977,103.03579012348064,304.61525708215913,510.6868373291204,237.64199350189674,577.6601009093828,167.57765621792987,647.7244381933497,Market growth + Tsukumo share growth + week seasonality + day seasonality
163,24,2,0.04,0.15,557.28,555.8877916440542,140.50335016838258,415.3844414756717,696.3911418124368,324.057263866223,787.7183194218854,228.5149857517228,883.2605975363856,Market growth + Tsukumo share growth + week seasonality + day seasonality
164,24,3,0.04,0.19,705.888,704.1245360824687,177.9709102132847,526.153625869184,882.0954462957534,410.47253423054894,997.7765379343884,289.45231528551534,1118.796756879422,Market growth + Tsukumo share growth + week seasonality + day seasonality
165,24,4,0.04,0.23,854.4960000000001,852.3612805208832,215.43847025818658,636.9228102626965,1067.7997507790697,496.8878045948753,1207.8347564468909,350.3896448193084,1354.332916222458,Market growth + Tsukumo share growth + week seasonality + day seasonality
166,24,5,0.04,0.14,520.128,518.8286055344507,131.13646015715688,387.69214537729385,649.9650656916076,302.4534462751419,735.2037647937595,213.28065336827518,824.3765577006263,Market growth + Tsukumo share growth + week seasonality + day seasonality
167,24,6,0.04,0.1,371.52000000000004,370.59186109603615,93.6689001122553,276.92296098378085,464.26076120829146,216.0381759108149,525.1455462812573,152.3433238344813,588.840398357591,Market growth + Tsukumo share growth + week seasonality + day seasonality
168,24,7,0.04,0.08,297.216,296.4734888768289,74.9351200898041,221.5383687870248,371.40860896663304,172.83054072865218,420.11643702500567,121.87465906758536,471.0723186860725,Market growth + Tsukumo share growth + week seasonality + day seasonality
169,25,1,0.0325,0.11,332.046,331.2164758545823,83.71657947532792,247.49989637925438,414.93305532991025,193.08411972029126,469.34883198887337,136.15684567706825,526.2761060320963,Market growth + Tsukumo share growth + week seasonality + day seasonality
170,25,2,0.0325,0.15,452.78999999999996,451.65883071079406,114.15897201181086,337.4998586989832,565.8178027226049,263.29652689130614,640.021134530282,185.66842592327475,717.6492354983134,Market growth + Tsukumo share growth + week seasonality + day seasonality
171,25,3,0.0325,0.19,573.534,572.1011855670058,144.60136454829396,427.4998210187118,716.7025501152998,333.5089340623208,810.6934370716908,235.18000616948086,909.0223649645308,Market growth + Tsukumo share growth + week seasonality + day seasonality
172,25,4,0.0325,0.23,694.278,692.5435404232177,175.04375708477616,517.4997833384415,867.5872975079939,403.721341233337,981.3657396130984,284.6915864156892,1100.395494430746,Market growth + Tsukumo share growth + week seasonality + day seasonality
173,25,5,0.0325,0.14,422.60400000000004,421.5482419967411,106.54837387769025,314.99986811905086,528.0966158744313,245.74342509855222,597.35305889493,173.29053086172283,669.8059531317595,Market growth + Tsukumo share growth + week seasonality + day seasonality
174,25,6,0.0325,0.1,301.86,301.1058871405294,76.10598134120737,224.999905799322,377.21186848173676,175.53101792753722,426.68075635352153,123.77895061551621,478.4328236655425,Market growth + Tsukumo share growth + week seasonality + day seasonality
175,25,7,0.0325,0.08,241.488,240.88470971242353,60.88478507296578,179.99992463945776,301.7694947853893,140.42481434203,341.34460508281705,99.02316049241327,382.74625893243376,Market growth + Tsukumo share growth + week seasonality + day seasonality
176,26,1,0.025,0.11,255.42,254.78190450352488,64.39736882717543,190.38453567634946,319.1792733307003,148.52624593868543,361.0375630683643,104.73603513620614,404.82777387084366,Market growth + Tsukumo share growth + week seasonality + day seasonality
177,26,2,0.025,0.15,348.3,347.4298697775339,87.81459385523932,259.6152759222946,435.2444636327732,202.535789916389,492.32394963867876,142.82186609482628,552.0378734602415,Market growth + Tsukumo share growth + week seasonality + day seasonality
178,26,3,0.025,0.19,441.18,440.077835051543,111.23181888330299,328.84601616824,551.309653934846,256.54533389409306,623.610336208993,180.907697053447,699.247973049639,Market growth + Tsukumo share growth + week seasonality + day seasonality
179,26,4,0.025,0.23,534.0600000000001,532.7258003255521,134.64904391136636,398.07675641418575,667.3748442369184,310.5548778717976,754.8967227793066,218.99352801206845,846.4580726390357,Market growth + Tsukumo share growth + week seasonality + day seasonality
180,26,5,0.025,0.14,325.08000000000004,324.2678784590317,81.96028759822315,242.30759086080855,406.22816605725484,189.0334039219635,459.5023529960999,133.30040835517175,515.2353485628917,Market growth + Tsukumo share growth + week seasonality + day seasonality
181,26,6,0.025,0.1,232.20000000000002,231.61991318502265,58.543062570159414,173.07685061486325,290.16297575518206,135.02385994425964,328.21596642578567,95.21457739655122,368.02524897349406,Market growth + Tsukumo share growth + week seasonality + day seasonality
182,26,7,0.025,0.08,185.76,185.29593054801808,46.83445005612765,138.46148049189043,232.13038060414573,108.01908795540746,262.57277314062867,76.17166191724066,294.4201991787955,Market growth + Tsukumo share growth + week seasonality + day seasonality
183,27,1,0.0225,0.11,229.87799999999996,229.30371405317234,57.95763194445786,171.34608210871448,287.2613459976302,133.67362134481687,324.9338067615278,94.26243162258552,364.34499648375913,Market growth + Tsukumo share growth + week seasonality + day seasonality
184,27,2,0.0225,0.15,313.46999999999997,312.6868827997805,79.03313446971518,233.65374833006533,391.72001726949566,182.28221092475047,443.09155467481054,128.53967948534412,496.8340861142169,Market growth + Tsukumo share growth + week seasonality + day seasonality
185,27,3,0.0225,0.19,397.06199999999995,396.07005154638864,100.10863699497247,295.96141455141617,496.1786885413611,230.89080050468408,561.2493025880932,162.81692734810278,629.3231757446745,Market growth + Tsukumo share growth + week seasonality + day seasonality
186,27,4,0.0225,0.23,480.65399999999994,479.4532202929968,121.1841395202299,358.26908077276687,600.6373598132267,279.4993900846174,679.4070505013761,197.09417521086107,761.8122653751325,Market growth + Tsukumo share growth + week seasonality + day seasonality
187,27,5,0.0225,0.14,292.572,291.8410906131285,73.76425883840083,218.07683177472762,365.6053494515293,170.13006352976709,413.55211769648986,119.97036751965453,463.7118137066024,Market growth + Tsukumo share growth + week seasonality + day seasonality
188,27,6,0.0225,0.1,208.98,208.4579218665203,52.68875631314354,155.76916555337675,261.14667817966387,121.52147394983346,295.39436978320714,85.69311965689585,331.2227240761448,Market growth + Tsukumo share growth + week seasonality + day seasonality
189,27,7,0.0225,0.08,167.18399999999997,166.76633749321627,42.151005050514726,124.61533244270154,208.917342543731,97.21717915986697,236.31549582656555,68.55449572551696,264.97817926091557,Market growth + Tsukumo share growth + week seasonality + day seasonality
190,28,1,0.02,0.11,204.336,203.82552360281989,51.51789506174032,152.30762854107957,255.3434186645602,118.82099675094837,288.8300504546914,83.78882810896494,323.86221909667483,Market growth + Tsukumo share growth + week seasonality + day seasonality
191,28,2,0.02,0.15,278.64,277.9438958220271,70.25167508419129,207.69222073783584,348.1955709062184,162.0286319331115,393.8591597109427,114.2574928758614,441.6302987681928,Market growth + Tsukumo share growth + week seasonality + day seasonality
192,28,3,0.02,0.19,352.944,352.06226804123435,88.98545510664235,263.076812934592,441.0477231478767,205.23626711527447,498.8882689671942,144.72615764275767,559.398378439711,Market growth + Tsukumo share growth + week seasonality + day seasonality
193,28,4,0.02,0.23,427.24800000000005,426.1806402604416,107.71923512909329,318.4614051313483,533.8998753895348,248.44390229743766,603.9173782234454,175.1948224096542,677.166458111229,Market growth + Tsukumo share growth + week seasonality + day seasonality
194,28,5,0.02,0.14,260.064,259.41430276722537,65.56823007857844,193.84607268864693,324.9825328458038,151.22672313757096,367.6018823968798,106.64032668413759,412.18827885031317,Market growth + Tsukumo share growth + week seasonality + day seasonality
195,28,6,0.02,0.1,185.76000000000002,185.29593054801808,46.83445005612765,138.46148049189043,232.13038060414573,108.01908795540746,262.57277314062867,76.17166191724066,294.4201991787955,Market growth + Tsukumo share growth + week seasonality + day seasonality
196,28,7,0.02,0.08,148.608,148.23674443841446,37.46756004490205,110.7691843935124,185.70430448331652,86.41527036432609,210.05821851250283,60.93732953379268,235.53615934303625,Market growth + Tsukumo share growth + week seasonality + day seasonality
197,29,1,0.0175,0.11,178.794,178.34733315246743,45.07815817902266,133.26917497344476,223.4254913314901,103.96837215708004,252.72629414785482,73.31522459534463,283.3794417095902,Market growth + Tsukumo share growth + week seasonality + day seasonality
198,29,2,0.0175,0.15,243.81,243.20090884427375,61.47021569866729,181.73069314560647,304.671124542941,141.77505294147272,344.6267647470748,99.97530626637896,386.4265114221686,Market growth + Tsukumo share growth + week seasonality + day seasonality
199,29,3,0.0175,0.19,308.826,308.05448453608005,77.86227321831207,230.192211317768,385.9167577543921,179.58173372586515,436.52723534629496,126.63538793741293,489.4735811347472,Market growth + Tsukumo share growth + week seasonality + day seasonality
200,29,4,0.0175,0.23,373.84200000000004,372.90806022788644,94.25433073795648,278.65372948992996,467.1623909658429,217.38841451025826,528.4277059455146,153.29546960844783,592.520650847325,Market growth + Tsukumo share growth + week seasonality + day seasonality
201,29,5,0.0175,0.14,227.55600000000004,226.98751492132217,57.37220131875625,169.61531360256592,284.3597162400784,132.32338274537437,321.65164709727,93.31028584862011,360.6647439940242,Market growth + Tsukumo share growth + week seasonality + day seasonality
202,29,6,0.0175,0.1,162.54000000000002,162.13393922951585,40.98014379911153,121.15379543040432,203.11408302862736,94.51670196098182,229.75117649804986,66.65020417758598,257.6176742814457,Market growth + Tsukumo share growth + week seasonality + day seasonality
203,29,7,0.0175,0.08,130.032,129.70715138361268,32.78411503928922,96.92303634432346,162.4912664229019,75.61336156878548,183.8009411984399,53.320163342068795,206.09413942515658,Market growth + Tsukumo share growth + week seasonality + day seasonality
204,30,1,0.0175,0.11,178.794,178.34733315246743,45.07815817902266,133.26917497344476,223.4254913314901,103.96837215708004,252.72629414785482,73.31522459534463,283.3794417095902,Market growth + Tsukumo share growth + week seasonality + day seasonality
205,30,2,0.0175,0.15,243.81,243.20090884427375,61.47021569866729,181.73069314560647,304.671124542941,141.77505294147272,344.6267647470748,99.97530626637896,386.4265114221686,Market growth + Tsukumo share growth + week seasonality + day seasonality
206,30,3,0.0175,0.19,308.826,308.05448453608005,77.86227321831207,230.192211317768,385.9167577543921,179.58173372586515,436.52723534629496,126.63538793741293,489.4735811347472,Market growth + Tsukumo share growth + week seasonality + day seasonality
207,30,4,0.0175,0.23,373.84200000000004,372.90806022788644,94.25433073795648,278.65372948992996,467.1623909658429,217.38841451025826,528.4277059455146,153.29546960844783,592.520650847325,Market growth + Tsukumo share growth + week seasonality + day seasonality
208,30,5,0.0175,0.14,227.55600000000004,226.98751492132217,57.37220131875625,169.61531360256592,284.3597162400784,132.32338274537437,321.65164709727,93.31028584862011,360.6647439940242,Market growth + Tsukumo share growth + week seasonality + day seasonality
209,30,6,0.0175,0.1,162.54000000000002,162.13393922951585,40.98014379911153,121.15379543040432,203.11408302862736,94.51670196098182,229.75117649804986,66.65020417758598,257.6176742814457,Market growth + Tsukumo share growth + week seasonality + day seasonality
210,30,7,0.0175,0.08,130.032,129.70715138361268,32.78411503928922,96.92303634432346,162.4912664229019,75.61336156878548,183.8009411984399,53.320163342068795,206.09413942515658,Market growth + Tsukumo share growth + week seasonality + day seasonality
211,31,1,0.01,0.11,102.168,101.91276180140994,25.75894753087016,76.15381427053978,127.6717093322801,59.410498375474184,144.4150252273457,41.89441405448247,161.93110954833742,Market growth + Tsukumo share growth + week seasonality + day seasonality
212,31,2,0.01,0.15,139.32,138.97194791101356,35.125837542095645,103.84611036891792,174.0977854531092,81.01431596655576,196.92957985547136,57.1287464379307,220.8151493840964,Market growth + Tsukumo share growth + week seasonality + day seasonality
213,31,3,0.01,0.19,176.472,176.03113402061717,44.492727553321174,131.538406467296,220.52386157393835,102.61813355763724,249.4441344835971,72.36307882137883,279.6991892198555,Market growth + Tsukumo share growth + week seasonality + day seasonality
214,31,4,0.01,0.23,213.62400000000002,213.0903201302208,53.859617564546646,159.23070256567414,266.9499376947674,124.22195114871883,301.9586891117227,87.5974112048271,338.5832290556145,Market growth + Tsukumo share growth + week seasonality + day seasonality
215,31,5,0.01,0.14,130.032,129.70715138361268,32.78411503928922,96.92303634432346,162.4912664229019,75.61336156878548,183.8009411984399,53.320163342068795,206.09413942515658,Market growth + Tsukumo share growth + week seasonality + day seasonality
216,31,6,0.01,0.1,92.88000000000001,92.64796527400904,23.417225028063825,69.23074024594521,116.06519030207286,54.00954397770373,131.28638657031433,38.08583095862033,147.21009958939774,Market growth + Tsukumo share growth + week seasonality + day seasonality
217,31,7,0.01,0.08,74.304,74.11837221920723,18.733780022451025,55.3845921967562,92.85215224165826,43.207635182163045,105.02910925625142,30.46866476689634,117.76807967151812,Market growth + Tsukumo share growth + week seasonality + day seasonality
218,32,1,0.0075,0.11,76.626,76.43457135105746,19.319210648152595,57.115360702904866,95.75378199921005,44.55787378160568,108.31126892050924,31.420810540861908,121.448332161253,Market growth + Tsukumo share growth + week seasonality + day seasonality
219,32,2,0.0075,0.15,104.49,104.22896093326015,26.34437815657174,77.88458277668842,130.5733390898319,60.76073697491679,147.6971848916035,42.846559828448,165.61136203807231,Market growth + Tsukumo share growth + week seasonality + day seasonality
220,32,3,0.0075,0.19,132.354,132.02335051546288,33.36954566499082,98.65380485047206,165.3928961804537,76.96360016822803,187.08310086269773,54.27230911603428,209.77439191489148,Market growth + Tsukumo share growth + week seasonality + day seasonality
221,32,4,0.0075,0.23,160.21800000000002,159.8177400976656,40.394713173409954,119.42302692425564,200.21245327107556,93.16646336153917,226.469016833792,65.6980584036204,253.9374217917108,Market growth + Tsukumo share growth + week seasonality + day seasonality
222,32,5,0.0075,0.14,97.52400000000002,97.2803635377095,24.588086279466918,72.69227725824258,121.86844981717643,56.710021176589095,137.85070589882991,39.990122506551586,154.57060456886742,Market growth + Tsukumo share growth + week seasonality + day seasonality
223,32,6,0.0075,0.1,69.66000000000001,69.48597395550678,17.562918771047848,51.92305518445893,87.04889272655463,40.507157983277835,98.46478992773572,28.564373218965294,110.40757469204826,Market growth + Tsukumo share growth + week seasonality + day seasonality
224,32,7,0.0075,0.08,55.728,55.588779164405416,14.050335016838275,41.53844414756714,69.63911418124368,32.40572638662226,78.77183194218857,22.851498575172236,88.32605975363859,Market growth + Tsukumo share growth + week seasonality + day seasonality
225,33,1,0.0075,0.11,76.626,76.43457135105746,19.319210648152595,57.115360702904866,95.75378199921005,44.55787378160568,108.31126892050924,31.420810540861908,121.448332161253,Market growth + Tsukumo share growth + week seasonality + day seasonality
226,33,2,0.0075,0.15,104.49,104.22896093326015,26.34437815657174,77.88458277668842,130.5733390898319,60.76073697491679,147.6971848916035,42.846559828448,165.61136203807231,Market growth + Tsukumo share growth + week seasonality + day seasonality
227,33,3,0.0075,0.19,132.354,132.02335051546288,33.36954566499082,98.65380485047206,165.3928961804537,76.96360016822803,187.08310086269773,54.27230911603428,209.77439191489148,Market growth + Tsukumo share growth + week seasonality + day seasonality
228,33,4,0.0075,0.23,160.21800000000002,159.8177400976656,40.394713173409954,119.42302692425564,200.21245327107556,93.16646336153917,226.469016833792,65.6980584036204,253.9374217917108,Market growth + Tsukumo share growth + week seasonality + day seasonality
229,33,5,0.0075,0.14,97.52400000000002,97.2803635377095,24.588086279466918,72.69227725824258,121.86844981717643,56.710021176589095,137.85070589882991,39.990122506551586,154.57060456886742,Market growth + Tsukumo share growth + week seasonality + day seasonality
230,33,6,0.0075,0.1,69.66000000000001,69.48597395550678,17.562918771047848,51.92305518445893,87.04889272655463,40.507157983277835,98.46478992773572,28.564373218965294,110.40757469204826,Market growth + Tsukumo share growth + week seasonality + day seasonality
231,33,7,0.0075,0.08,55.728,55.588779164405416,14.050335016838275,41.53844414756714,69.63911418124368,32.40572638662226,78.77183194218857,22.851498575172236,88.32605975363859,Market growth + Tsukumo share growth + week seasonality + day seasonality
232,34,1,0.01,0.11,102.168,101.91276180140994,25.75894753087016,76.15381427053978,127.6717093322801,59.410498375474184,144.4150252273457,41.89441405448247,161.93110954833742,Market growth + Tsukumo share growth + week seasonality + day seasonality
233,34,2,0.01,0.15,139.32,138.97194791101356,35.125837542095645,103.84611036891792,174.0977854531092,81.01431596655576,196.92957985547136,57.1287464379307,220.8151493840964,Market growth + Tsukumo share growth + week seasonality + day seasonality
234,34,3,0.01,0.19,176.472,176.03113402061717,44.492727553321174,131.538406467296,220.52386157393835,102.61813355763724,249.4441344835971,72.36307882137883,279.6991892198555,Market growth + Tsukumo share growth + week seasonality + day seasonality
235,34,4,0.01,0.23,213.62400000000002,213.0903201302208,53.859617564546646,159.23070256567414,266.9499376947674,124.22195114871883,301.9586891117227,87.5974112048271,338.5832290556145,Market growth + Tsukumo share growth + week seasonality + day seasonality
236,34,5,0.01,0.14,130.032,129.70715138361268,32.78411503928922,96.92303634432346,162.4912664229019,75.61336156878548,183.8009411984399,53.320163342068795,206.09413942515658,Market growth + Tsukumo share growth + week seasonality + day seasonality
237,34,6,0.01,0.1,92.88000000000001,92.64796527400904,23.417225028063825,69.23074024594521,116.06519030207286,54.00954397770373,131.28638657031433,38.08583095862033,147.21009958939774,Market growth + Tsukumo share growth + week seasonality + day seasonality
238,34,7,0.01,0.08,74.304,74.11837221920723,18.733780022451025,55.3845921967562,92.85215224165826,43.207635182163045,105.02910925625142,30.46866476689634,117.76807967151812,Market growth + Tsukumo share growth + week seasonality + day seasonality
239,35,1,0.0125,0.11,127.71,127.39095225176244,32.19868441358771,95.19226783817473,159.58963666535016,74.26312296934272,180.51878153418215,52.36801756810307,202.41388693542183,Market growth + Tsukumo share growth + week seasonality + day seasonality
240,35,2,0.0125,0.15,174.15,173.71493488876695,43.90729692761966,129.8076379611473,217.6222318163866,101.2678949581945,246.16197481933938,71.41093304741314,276.01893673012074,Market growth + Tsukumo share growth + week seasonality + day seasonality
241,35,3,0.0125,0.19,220.59,220.0389175257715,55.615909441651496,164.42300808412,275.654826967423,128.27266694704653,311.8051681044965,90.4538485267235,349.6239865248195,Market growth + Tsukumo share growth + week seasonality + day seasonality
242,35,4,0.0125,0.23,267.03000000000003,266.36290016277604,67.32452195568318,199.03837820709288,333.6874221184592,155.2774389358988,377.4483613896533,109.49676400603423,423.22903631951783,Market growth + Tsukumo share growth + week seasonality + day seasonality
243,35,5,0.0125,0.14,162.54000000000002,162.13393922951585,40.98014379911157,121.15379543040427,203.11408302862742,94.51670196098175,229.75117649804994,66.65020417758588,257.61767428144583,Market growth + Tsukumo share growth + week seasonality + day seasonality
244,35,6,0.0125,0.1,116.10000000000001,115.80995659251133,29.271531285079707,86.53842530743162,145.08148787759103,67.51192997212982,164.10798321289283,47.60728869827561,184.01262448674703,Market growth + Tsukumo share growth + week seasonality + day seasonality
245,35,7,0.0125,0.08,92.88,92.64796527400904,23.417225028063825,69.23074024594521,116.06519030207286,54.00954397770373,131.28638657031433,38.08583095862033,147.21009958939774,Market growth + Tsukumo share growth + week seasonality + day seasonality
246,36,1,0.01,0.11,102.168,101.91276180140994,25.75894753087016,76.15381427053978,127.6717093322801,59.410498375474184,144.4150252273457,41.89441405448247,161.93110954833742,Market growth + Tsukumo share growth + week seasonality + day seasonality
247,36,2,0.01,0.15,139.32,138.97194791101356,35.125837542095645,103.84611036891792,174.0977854531092,81.01431596655576,196.92957985547136,57.1287464379307,220.8151493840964,Market growth + Tsukumo share growth + week seasonality + day seasonality
248,36,3,0.01,0.19,176.472,176.03113402061717,44.492727553321174,131.538406467296,220.52386157393835,102.61813355763724,249.4441344835971,72.36307882137883,279.6991892198555,Market growth + Tsukumo share growth + week seasonality + day seasonality
249,36,4,0.01,0.23,213.62400000000002,213.0903201302208,53.859617564546646,159.23070256567414,266.9499376947674,124.22195114871883,301.9586891117227,87.5974112048271,338.5832290556145,Market growth + Tsukumo share growth + week seasonality + day seasonality
